id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1390171272060324410,https://www.airbnb.com/rooms/1390171272060324410,20250502031400,2025-05-02,city scrape,New Large Bedroom! Has Parking!,"Stay in a clean, quiet home with 2 friendly housemates. Renovated in 2023, this co-living space offers:<br />	•	Private bedroom (furnished)<br />	•	Shared bathroom<br />	•	Fully furnished common areas<br />	•	Fast Wi-Fi<br />	•	In-home laundry<br />	•	Free driveway parking<br />	•	Shared entry<br /><br />Perfect for short or long stays. Convenient, comfortable, and move-in ready!",,https://a0.muscache.com/pictures/hosting/Hosting-1390171272060324410/original/a95dae93-9326-43ae-924e-88c391a1ec54.jpeg,55596850,https://www.airbnb.com/users/show/55596850,Alain,2016-01-21,"Albany, NY","",within an hour,100%,60%,f,https://a0.muscache.com/im/pictures/user/e8c1d9e3-0bd3-4b40-9c76-3333a5386aae.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e8c1d9e3-0bd3-4b40-9c76-3333a5386aae.jpg?aki_policy=profile_x_medium,Pine Hills,3,3,"['email', 'phone']",t,t,,NINTH WARD,,42.66002,-73.79333,Private room in rental unit,Private room,1,1.0,1 shared bath,3,3,"[""Luggage dropoff allowed"", ""Shampoo"", ""Refrigerator"", ""Long term stays allowed"", ""Exterior security cameras on property"", ""Essentials"", ""Toaster"", ""Cooking basics"", ""Free dryer \u2013 In building"", ""Self check-in"", ""Conditioner"", ""Lock on bedroom door"", ""Kitchen"", ""Washer"", ""First aid kit"", ""Stainless steel induction stove"", ""Shower gel"", ""Hangers"", ""Ceiling fan"", ""Keypad"", ""TV"", ""Bathtub"", ""Bed linens"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Body soap"", ""Smoke alarm"", ""Air conditioning"", ""Free parking on premises"", ""Shared patio or balcony"", ""Microwave"", ""Dining table"", ""Central heating"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Hot water"", ""Wifi"", ""Free street parking"", ""Cleaning products"", ""Dishwasher"", ""Dishes and silverware""]",$37.00,30,365,30,30,365,365,30.0,365.0,,t,0,0,0,265,2025-05-02,0,0,0,145,0,0,0,,,,,,,,,,,f,3,0,3,0,
1393472438317281309,https://www.airbnb.com/rooms/1393472438317281309,20250502031400,2025-05-02,city scrape,Cozy Albany Suite Close to downtown W/breakfast.,"Welcome to your cozy Albany retreat! Enjoy a comfortable stay in this well-appointed space, perfect for travelers looking for convenience and relaxation. Your booking includes free parking and a complimentary breakfast to start your day right. Located near shops, restaurants, and downtown Albany, this home offers easy access to local attractions. Whether you’re here for business or leisure, you’ll love the comfort and convenience of this stay. Book now for a relaxing experience!",,https://a0.muscache.com/pictures/hosting/Hosting-1393472438317281309/original/43c23a39-4b99-46f5-add2-de32ce38e287.jpeg,466790114,https://www.airbnb.com/users/show/466790114,Zohar,2022-06-29,,"",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User/original/952815a2-d283-482a-bfcc-036e6b13dbcd.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/952815a2-d283-482a-bfcc-036e6b13dbcd.jpeg?aki_policy=profile_x_medium,,7,9,['phone'],t,t,,ELEVENTH WARD,,42.67776,-73.78216,Entire rental unit,Entire home/apt,3,1.0,1 bath,1,1,"[""Breakfast"", ""Coffee"", ""Bidet"", ""Coffee maker"", ""Shampoo"", ""Cooking basics"", ""Conditioner"", ""Kitchen"", ""Shower gel"", ""Pool"", ""TV"", ""Bathtub"", ""Bed linens"", ""Backyard"", ""Body soap"", ""BBQ grill"", ""Smoke alarm"", ""Air conditioning"", ""Free parking on premises"", ""Heating"", ""Dedicated workspace"", ""Wifi"", ""Cleaning products"", ""Clothing storage"", ""Dishes and silverware""]",$55.00,1,365,1,1,365,365,1.0,365.0,,t,30,60,90,364,2025-05-02,1,1,1,244,0,6,330,2025-04-14,2025-04-14,5.0,3.0,5.0,5.0,4.0,5.0,5.0,,t,7,6,1,0,1
1393482542585537728,https://www.airbnb.com/rooms/1393482542585537728,20250502031400,2025-05-02,city scrape,Albany Cozy Suite Next to downtown W/breakfast,"Welcome to your cozy Albany retreat! Enjoy a comfortable stay in this well-appointed space, perfect for travelers looking for convenience and relaxation. Your booking includes free parking and a complimentary breakfast to start your day right. Located near shops, restaurants, and downtown Albany, this home offers easy access to local attractions. Whether you’re here for business or leisure, you’ll love the comfort and convenience of this stay. Book now for a relaxing experience!",,https://a0.muscache.com/pictures/hosting/Hosting-1393482542585537728/original/2bddee03-0503-4a5f-9fcd-b8b004bcef71.jpeg,466790114,https://www.airbnb.com/users/show/466790114,Zohar,2022-06-29,,"",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User/original/952815a2-d283-482a-bfcc-036e6b13dbcd.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/952815a2-d283-482a-bfcc-036e6b13dbcd.jpeg?aki_policy=profile_x_medium,,7,9,['phone'],t,t,,FIFTH WARD,,42.67652148547361,-73.78111383843994,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Breakfast"", ""Coffee"", ""Bidet"", ""Shampoo"", ""Refrigerator"", ""Cooking basics"", ""Hot water kettle"", ""Washer"", ""Patio or balcony"", ""Shower gel"", ""Hangers"", ""Pool"", ""TV"", ""Bathtub"", ""Bed linens"", ""Smoke alarm"", ""Air conditioning"", ""Free parking on premises"", ""Heating"", ""Dedicated workspace"", ""Kitchenette"", ""Hot water"", ""Wifi"", ""Cleaning products"", ""Clothing storage"", ""Dishes and silverware""]",$50.00,1,365,1,1,365,365,1.0,365.0,,t,30,60,90,364,2025-05-02,1,1,1,244,0,6,300,2025-04-13,2025-04-13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,7,6,1,0,1
1393489507693048211,https://www.airbnb.com/rooms/1393489507693048211,20250502031400,2025-05-02,city scrape,Albany 2BR Stay Close to Downtown W/Breakfast,"Enjoy a comfortable stay in this cozy Albany hotel room with free breakfast and free parking included. Conveniently located, it’s perfect for travelers looking for a relaxing and affordable stay. The room is clean, well-maintained, and offers essential amenities for a pleasant experience. Whether you’re visiting for business or leisure, you’ll appreciate the easy access to local attractions, dining, and shopping. Book now for a hassle-free stay with great perks!",,https://a0.muscache.com/pictures/hosting/Hosting-1393489507693048211/original/bf2e858a-3a18-4f5f-8d8d-a92480187740.jpeg,466790114,https://www.airbnb.com/users/show/466790114,Zohar,2022-06-29,,"",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User/original/952815a2-d283-482a-bfcc-036e6b13dbcd.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/952815a2-d283-482a-bfcc-036e6b13dbcd.jpeg?aki_policy=profile_x_medium,,7,9,['phone'],t,t,,ELEVENTH WARD,,42.6774277859628,-73.78242873068034,Entire rental unit,Entire home/apt,4,1.0,1 bath,1,1,"[""Breakfast"", ""Coffee"", ""Bidet"", ""Coffee maker"", ""Shampoo"", ""Cooking basics"", ""Hot water kettle"", ""Conditioner"", ""Kitchen"", ""Washer"", ""Shower gel"", ""Hangers"", ""Pool"", ""TV"", ""Bathtub"", ""Bed linens"", ""Smoke alarm"", ""Air conditioning"", ""Free parking on premises"", ""Heating"", ""Dedicated workspace"", ""Hot water"", ""Wifi"", ""Clothing storage""]",$45.00,1,365,1,1,365,365,1.0,365.0,,t,23,53,83,358,2025-05-02,0,0,0,237,0,0,0,,,,,,,,,,,t,7,6,1,0,
1393634713342137582,https://www.airbnb.com/rooms/1393634713342137582,20250502031400,2025-05-02,city scrape,Albany stylish 2BR Room with breakfast,"Enjoy a comfortable stay in this cozy Albany hotel room with free breakfast and free parking included. Conveniently located, it’s perfect for travelers looking for a relaxing and affordable stay. The room is clean, well-maintained, and offers essential amenities for a pleasant experience. Whether you’re visiting for business or leisure, you’ll appreciate the easy access to local attractions, dining, and shopping. Book now for a hassle-free stay with great perks!",,https://a0.muscache.com/pictures/hosting/Hosting-1393634713342137582/original/4a6e9d3c-24d3-4b76-95a8-2e560f3243db.jpeg,466790114,https://www.airbnb.com/users/show/466790114,Zohar,2022-06-29,,"",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User/original/952815a2-d283-482a-bfcc-036e6b13dbcd.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/952815a2-d283-482a-bfcc-036e6b13dbcd.jpeg?aki_policy=profile_x_medium,,7,9,['phone'],t,t,,ELEVENTH WARD,,42.67610273877896,-73.78233682651273,Entire rental unit,Entire home/apt,4,1.0,1 bath,1,2,"[""Breakfast"", ""Coffee"", ""Bidet"", ""Coffee maker"", ""Shampoo"", ""Refrigerator"", ""Cooking basics"", ""Hot water kettle"", ""Conditioner"", ""Shower gel"", ""Hangers"", ""Pool"", ""TV"", ""Bathtub"", ""Bed linens"", ""Smoke alarm"", ""Air conditioning"", ""Free parking on premises"", ""Heating"", ""Dedicated workspace"", ""Hot water"", ""Wifi"", ""Cleaning products"", ""Clothing storage"", ""Dishes and silverware""]",$53.00,1,365,1,1,365,365,1.0,365.0,,t,28,58,88,362,2025-05-02,0,0,0,242,0,0,0,,,,,,,,,,,t,7,6,1,0,
1393634936904017469,https://www.airbnb.com/rooms/1393634936904017469,20250502031400,2025-05-02,city scrape,New Bedroom! Includes Parking!,"Stay in a clean, quiet home with 2 friendly housemates. Renovated in 2023, this co-living space offers:<br />	•	Private bedroom (furnished)<br />	•	Shared bathroom<br />	•	Fully furnished common areas<br />	•	Fast Wi-Fi<br />	•	In-home laundry<br />	•	off-street parking<br />	•	Shared entry<br /><br />Perfect for short or long stays. Convenient, comfortable, and move-in ready!",,https://a0.muscache.com/pictures/hosting/Hosting-1393634936904017469/original/f26ba6f0-d7c2-463b-b39e-f981190a30be.jpeg,55596850,https://www.airbnb.com/users/show/55596850,Alain,2016-01-21,"Albany, NY","",within an hour,100%,60%,f,https://a0.muscache.com/im/pictures/user/e8c1d9e3-0bd3-4b40-9c76-3333a5386aae.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e8c1d9e3-0bd3-4b40-9c76-3333a5386aae.jpg?aki_policy=profile_x_medium,Pine Hills,3,3,"['email', 'phone']",t,t,,NINTH WARD,,42.659475284293904,-73.79368120012339,Private room in home,Private room,1,1.0,1 shared bath,1,3,"[""Luggage dropoff allowed"", ""Coffee maker"", ""Refrigerator"", ""Long term stays allowed"", ""Exterior security cameras on property"", ""Essentials"", ""Toaster"", ""Cooking basics"", ""Stainless steel single oven"", ""Free dryer \u2013 In building"", ""Self check-in"", ""Lock on bedroom door"", ""Clothing storage: closet and dresser"", ""Kitchen"", ""Washer"", ""First aid kit"", ""Stainless steel induction stove"", ""Hangers"", ""Keypad"", ""TV"", ""Bed linens"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Smoke alarm"", ""Air conditioning"", ""Free parking on premises"", ""Shared patio or balcony"", ""Microwave"", ""Dining table"", ""Central heating"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Hot water"", ""Wifi"", ""Free street parking"", ""Cleaning products"", ""Dishwasher"", ""Dishes and silverware""]",$35.00,5,365,5,5,1125,1125,5.0,1125.0,,t,15,15,15,264,2025-05-02,1,1,1,144,0,10,350,2025-04-30,2025-04-30,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,3,0,3,0,1
1393638070589049592,https://www.airbnb.com/rooms/1393638070589049592,20250502031400,2025-05-02,city scrape,Albany Luxury 2BR Room with Breakfast & Pool,"Enjoy a comfortable stay in this cozy Albany hotel room with free breakfast and free parking included. Conveniently located, it’s perfect for travelers looking for a relaxing and affordable stay. The room is clean, well-maintained, and offers essential amenities for a pleasant experience. Whether you’re visiting for business or leisure, you’ll appreciate the easy access to local attractions, dining, and shopping. Book now for a hassle-free stay with great perks!",,https://a0.muscache.com/pictures/hosting/Hosting-1393638070589049592/original/c05ff538-bbd9-4c05-965d-57ae10048544.jpeg,466790114,https://www.airbnb.com/users/show/466790114,Zohar,2022-06-29,,"",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User/original/952815a2-d283-482a-bfcc-036e6b13dbcd.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/952815a2-d283-482a-bfcc-036e6b13dbcd.jpeg?aki_policy=profile_x_medium,,7,9,['phone'],t,t,,FIFTH WARD,,42.67651022767566,-73.78215501783329,Entire rental unit,Entire home/apt,4,1.0,1 bath,1,2,"[""Breakfast"", ""Coffee"", ""Bidet"", ""Coffee maker"", ""Shampoo"", ""Cooking basics"", ""Hot water kettle"", ""Conditioner"", ""Kitchen"", ""Shower gel"", ""Pool"", ""TV"", ""Bathtub"", ""Bed linens"", ""Smoke alarm"", ""Air conditioning"", ""Free parking on premises"", ""Dedicated workspace"", ""Hot water"", ""Wifi"", ""Clothing storage"", ""Dishes and silverware""]",$65.00,1,365,1,1,365,365,1.0,365.0,,t,29,59,89,364,2025-05-02,0,0,0,243,0,0,0,,,,,,,,,,,t,7,6,1,0,
1395631320915237453,https://www.airbnb.com/rooms/1395631320915237453,20250502031400,2025-05-02,city scrape,Nice,Enjoy easy access to everything from this perfectly located home base.,,https://a0.muscache.com/pictures/hosting/Hosting-1395631320915237453/original/cf2a2e88-ba7f-4775-b2ac-7d114dffc00d.jpeg,594734396,https://www.airbnb.com/users/show/594734396,Abdelrahman,2024-08-07,,"",within a few hours,80%,93%,f,https://a0.muscache.com/im/pictures/user/User/original/8b25747d-1a0c-48aa-882e-e90dac9ac961.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/8b25747d-1a0c-48aa-882e-e90dac9ac961.jpeg?aki_policy=profile_x_medium,Mansion Area,2,2,['phone'],t,t,,SECOND WARD,,42.64481160353397,-73.7577543183059,Private room in rental unit,Private room,1,1.0,1 shared bath,1,1,"[""Lock on bedroom door"", ""Fire extinguisher"", ""Hot tub"", ""Wifi"", ""Air conditioning"", ""TV"", ""Free parking on premises""]",$57.00,1,365,1,1,365,365,1.0,365.0,,t,30,30,60,334,2025-05-02,0,0,0,214,0,0,0,,,,,,,,,,,f,2,0,2,0,
1395671676833912969,https://www.airbnb.com/rooms/1395671676833912969,20250502031400,2025-05-02,city scrape,The Yellow Room with twin bed /tv,"This is a stripped bare bones room suitable for one person only who is on a budget and looking for a basic accomodation that consist of a bed, TV and AC for comfort.<br /><br />Place is within 2-3 miles of AMC, St. Peter's,  UAlbany, SUNY, College of St. Rose, Washington park, Empire State Plaza, and many other establishments.<br /><br />Only 15 minute ride to the airport !",,https://a0.muscache.com/pictures/hosting/Hosting-1395671676833912969/original/82ffcb8e-1de0-4e47-8c24-9cc3ef174acd.jpeg,116935236,https://www.airbnb.com/users/show/116935236,Felicisimo,2017-02-18,"Murrieta, CA","Navy medic, belonged to the Hospital Corps, the only enlisted corps in the navy !  Participated in Operation Pacific Haven and KAL flight 801 mass casualty ops and post-ops.",within an hour,100%,77%,t,https://a0.muscache.com/im/pictures/user/User-116935236/original/ef802d73-4faf-4c41-be3a-a915518910e2.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-116935236/original/ef802d73-4faf-4c41-be3a-a915518910e2.jpeg?aki_policy=profile_x_medium,,5,5,"['email', 'phone', 'work_email']",t,t,,THIRTEENTH WARD,,42.669917189344,-73.78632927186241,Private room in rental unit,Private room,1,2.0,2 shared baths,1,1,"[""Coffee maker: drip coffee maker"", ""Exterior security cameras on property"", ""GE refrigerator"", ""Hot water kettle"", ""Lock on bedroom door"", ""Kitchen"", ""First aid kit"", ""Pets allowed"", ""TV"", ""Bathtub"", ""Fire extinguisher"", ""BBQ grill"", ""Smoke alarm"", ""Air conditioning"", ""Hair dryer"", ""Microwave"", ""Dining table"", ""Central heating"", ""Carbon monoxide alarm"", ""Hot water"", ""Wifi"", ""Laundromat nearby"", ""Dishes and silverware""]",$36.00,2,365,2,2,365,365,2.0,365.0,,t,21,51,81,355,2025-05-02,0,0,0,235,0,0,0,,,,,,,,,,,f,5,0,5,0,
1396921235971014566,https://www.airbnb.com/rooms/1396921235971014566,20250502031400,2025-05-02,city scrape,New Bedroom Centrally Located! Parking & Laundry,"Stay in a clean, quiet home with 2 friendly housemates. Renovated in 2023, this co-living space offers:<br />	•	Private bedroom (furnished)<br />	•	Shared bathroom<br />	•	Fully furnished common areas<br />	•	Fast Wi-Fi<br />	•	In-home laundry<br />	•	off-street parking<br />	•	Shared entry<br /><br />Perfect for short or long stays. Convenient, comfortable, and move-in ready! <br /><br />You will be centrally located 10–15 mins to 3 hospitals, medical centers, downtown Albany, night-life and both shopping malls.",,https://a0.muscache.com/pictures/hosting/Hosting-1396921235971014566/original/99bd41dd-49dc-46b3-a0f3-9310e7e714f7.jpeg,55596850,https://www.airbnb.com/users/show/55596850,Alain,2016-01-21,"Albany, NY","",within an hour,100%,60%,f,https://a0.muscache.com/im/pictures/user/e8c1d9e3-0bd3-4b40-9c76-3333a5386aae.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e8c1d9e3-0bd3-4b40-9c76-3333a5386aae.jpg?aki_policy=profile_x_medium,Pine Hills,3,3,"['email', 'phone']",t,t,,FOURTEENTH WARD,,42.661116057130855,-73.79408139551636,Private room in home,Private room,1,1.0,1 shared bath,1,3,"[""Coffee"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Refrigerator"", ""Long term stays allowed"", ""Exterior security cameras on property"", ""Essentials"", ""Toaster"", ""Cooking basics"", ""Freezer"", ""Self check-in"", ""Baking sheet"", ""Lock on bedroom door"", ""Kitchen"", ""Washer"", ""Patio or balcony"", ""Hangers"", ""Keypad"", ""TV"", ""Bathtub"", ""Bed linens"", ""Stove"", ""Fire extinguisher"", ""Smoke alarm"", ""Air conditioning"", ""Free parking on premises"", ""Microwave"", ""Dining table"", ""Heating"", ""Dedicated workspace"", ""Dryer"", ""Carbon monoxide alarm"", ""Oven"", ""Hot water"", ""Wifi"", ""Free street parking"", ""Cleaning products"", ""Dishwasher"", ""Clothing storage"", ""Dishes and silverware""]",$31.00,5,365,5,5,365,365,5.0,365.0,,t,8,37,67,314,2025-05-02,0,0,0,194,0,0,0,,,,,,,,,,,f,3,0,3,0,
